Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,source,State,TotalSamples,Negative,Positive
2491.0,31/05/20,8:00 AM,Bihar,-,-,1618.0,20.0,3636.0,train,,,,
2492.0,31/05/20,8:00 AM,Chandigarh,-,-,189.0,4.0,289.0,train,,,,
2493.0,31/05/20,8:00 AM,Chhattisgarh,-,-,102.0,1.0,447.0,train,,,,
2494.0,31/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0.0,0.0,2.0,train,,,,
2495.0,31/05/20,8:00 AM,Delhi,-,-,8075.0,416.0,18549.0,train,,,,
2496.0,31/05/20,8:00 AM,Goa,-,-,41.0,0.0,70.0,train,,,,
2497.0,31/05/20,8:00 AM,Gujarat,-,-,9230.0,1007.0,16343.0,train,,,,
2498.0,31/05/20,8:00 AM,Haryana,-,-,971.0,20.0,1923.0,train,,,,
2499.0,31/05/20,8:00 AM,Himachal Pradesh,-,-,111.0,5.0,313.0,train,,,,
2500.0,31/05/20,8:00 AM,Jammu and Kashmir,-,-,908.0,28.0,2341.0,train,,,,
2501.0,31/05/20,8:00 AM,Jharkhand,-,-,256.0,5.0,563.0,train,,,,
2502.0,31/05/20,8:00 AM,Karnataka,-,-,997.0,48.0,2922.0,train,,,,
2503.0,31/05/20,8:00 AM,Kerala,-,-,575.0,9.0,1208.0,train,,,,
2504.0,31/05/20,8:00 AM,Ladakh,-,-,43.0,0.0,74.0,train,,,,
2505.0,31/05/20,8:00 AM,Madhya Pradesh,-,-,4444.0,343.0,7891.0,train,,,,
2506.0,31/05/20,8:00 AM,Maharashtra,-,-,28081.0,2197.0,65168.0,train,,,,
2507.0,31/05/20,8:00 AM,Manipur,-,-,8.0,0.0,62.0,train,,,,
2508.0,31/05/20,8:00 AM,Meghalaya,-,-,12.0,1.0,27.0,train,,,,
2509.0,31/05/20,8:00 AM,Mizoram,-,-,1.0,0.0,1.0,train,,,,
2510.0,31/05/20,8:00 AM,Nagaland,-,-,0.0,0.0,36.0,train,,,,
2511.0,31/05/20,8:00 AM,Odisha,-,-,1050.0,7.0,1819.0,train,,,,
2512.0,31/05/20,8:00 AM,Puducherry,-,-,14.0,0.0,51.0,train,,,,
2513.0,31/05/20,8:00 AM,Punjab,-,-,1967.0,44.0,2233.0,train,,,,
2514.0,31/05/20,8:00 AM,Rajasthan,-,-,5739.0,193.0,8617.0,train,,,,
2515.0,31/05/20,8:00 AM,Sikkim,-,-,0.0,0.0,1.0,train,,,,
2516.0,31/05/20,8:00 AM,Tamil Nadu,-,-,12000.0,160.0,21184.0,train,,,,
2517.0,31/05/20,8:00 AM,Telengana,-,-,1412.0,77.0,2499.0,train,,,,
2518.0,31/05/20,8:00 AM,Tripura,-,-,172.0,0.0,268.0,train,,,,
2519.0,31/05/20,8:00 AM,Uttarakhand,-,-,102.0,5.0,749.0,train,,,,
2520.0,31/05/20,8:00 AM,Uttar Pradesh,-,-,4410.0,201.0,7445.0,train,,,,
2521.0,31/05/20,8:00 AM,West Bengal,-,-,1970.0,309.0,5130.0,train,,,,
2522.0,31/05/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,5491.0,train,,,,
2523.0,01/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2524.0,01/06/20,8:00 AM,Andhra Pradesh,-,-,2349.0,62.0,3679.0,train,,,,
2525.0,01/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,4.0,train,,,,
2526.0,01/06/20,8:00 AM,Assam,-,-,185.0,4.0,1272.0,train,,,,
2527.0,01/06/20,8:00 AM,Bihar,-,-,1710.0,21.0,3815.0,train,,,,
2528.0,01/06/20,8:00 AM,Chandigarh,-,-,199.0,4.0,293.0,train,,,,
2529.0,01/06/20,8:00 AM,Chhattisgarh,-,-,115.0,1.0,498.0,train,,,,
2530.0,01/06/20,8:00 AM,Dadar Nagar Haveli,-,-,0.0,0.0,2.0,train,,,,
2531.0,01/06/20,8:00 AM,Delhi,-,-,8478.0,473.0,19844.0,train,,,,
2532.0,01/06/20,8:00 AM,Goa,-,-,42.0,0.0,70.0,train,,,,
2533.0,01/06/20,8:00 AM,Gujarat,-,-,9919.0,1038.0,16779.0,train,,,,
2534.0,01/06/20,8:00 AM,Haryana,-,-,1048.0,20.0,2091.0,train,,,,
2535.0,01/06/20,8:00 AM,Himachal Pradesh,-,-,120.0,5.0,331.0,train,,,,
2536.0,01/06/20,8:00 AM,Jammu and Kashmir,-,-,927.0,28.0,2446.0,train,,,,
2537.0,01/06/20,8:00 AM,Jharkhand,-,-,256.0,5.0,610.0,train,,,,
2538.0,01/06/20,8:00 AM,Karnataka,-,-,1218.0,51.0,3221.0,train,,,,
2539.0,01/06/20,8:00 AM,Kerala,-,-,590.0,9.0,1269.0,train,,,,
2540.0,01/06/20,8:00 AM,Ladakh,-,-,43.0,0.0,74.0,train,,,,
2541.0,01/06/20,8:00 AM,Madhya Pradesh,-,-,4842.0,350.0,8089.0,train,,,,
2542.0,01/06/20,8:00 AM,Maharashtra,-,-,29329.0,2286.0,67655.0,train,,,,
2543.0,01/06/20,8:00 AM,Manipur,-,-,11.0,0.0,71.0,train,,,,
2544.0,01/06/20,8:00 AM,Meghalaya,-,-,12.0,1.0,27.0,train,,,,
2545.0,01/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,1.0,train,,,,
2546.0,01/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,43.0,train,,,,
2547.0,01/06/20,8:00 AM,Odisha,-,-,1126.0,7.0,1948.0,train,,,,
2548.0,01/06/20,8:00 AM,Puducherry,-,-,25.0,0.0,70.0,train,,,,
2549.0,01/06/20,8:00 AM,Punjab,-,-,1987.0,45.0,2263.0,train,,,,
2550.0,01/06/20,8:00 AM,Rajasthan,-,-,5927.0,194.0,8831.0,train,,,,
2551.0,01/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,1.0,train,,,,
2552.0,01/06/20,8:00 AM,Tamil Nadu,-,-,12757.0,173.0,22333.0,train,,,,
2553.0,01/06/20,8:00 AM,Telengana,-,-,1428.0,82.0,2698.0,train,,,,
2554.0,01/06/20,8:00 AM,Tripura,-,-,173.0,0.0,313.0,train,,,,
2555.0,01/06/20,8:00 AM,Uttarakhand,-,-,102.0,5.0,907.0,train,,,,
2556.0,01/06/20,8:00 AM,Uttar Pradesh,-,-,4709.0,213.0,7823.0,train,,,,
2557.0,01/06/20,8:00 AM,West Bengal,-,-,2157.0,317.0,5501.0,train,,,,
2558.0,01/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,5630.0,train,,,,
2559.0,02/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2560.0,02/06/20,8:00 AM,Andhra Pradesh,-,-,2378.0,64.0,3783.0,train,,,,
2561.0,02/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,22.0,train,,,,
2562.0,02/06/20,8:00 AM,Assam,-,-,277.0,4.0,1390.0,train,,,,
2563.0,02/06/20,8:00 AM,Bihar,-,-,1900.0,24.0,3926.0,train,,,,
2564.0,02/06/20,8:00 AM,Chandigarh,-,-,199.0,4.0,294.0,train,,,,
2565.0,02/06/20,8:00 AM,Chhattisgarh,-,-,122.0,1.0,547.0,train,,,,
2566.0,02/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,3.0,train,,,,
2567.0,02/06/20,8:00 AM,Delhi,-,-,8746.0,523.0,20834.0,train,,,,
2568.0,02/06/20,8:00 AM,Goa,-,-,42.0,0.0,71.0,train,,,,
2569.0,02/06/20,8:00 AM,Gujarat,-,-,10780.0,1063.0,17200.0,train,,,,
2570.0,02/06/20,8:00 AM,Haryana,-,-,1055.0,21.0,2356.0,train,,,,
2571.0,02/06/20,8:00 AM,Himachal Pradesh,-,-,122.0,5.0,340.0,train,,,,
2572.0,02/06/20,8:00 AM,Jammu and Kashmir,-,-,946.0,31.0,2601.0,train,,,,
2573.0,02/06/20,8:00 AM,Jharkhand,-,-,296.0,5.0,659.0,train,,,,
2574.0,02/06/20,8:00 AM,Karnataka,-,-,1328.0,52.0,3408.0,train,,,,
2575.0,02/06/20,8:00 AM,Kerala,-,-,608.0,10.0,1326.0,train,,,,
2576.0,02/06/20,8:00 AM,Ladakh,-,-,43.0,0.0,77.0,train,,,,
2577.0,02/06/20,8:00 AM,Madhya Pradesh,-,-,5003.0,358.0,8283.0,train,,,,
2578.0,02/06/20,8:00 AM,Maharashtra,-,-,30108.0,2362.0,70013.0,train,,,,
2579.0,02/06/20,8:00 AM,Manipur,-,-,11.0,0.0,83.0,train,,,,
2580.0,02/06/20,8:00 AM,Meghalaya,-,-,12.0,1.0,27.0,train,,,,
2581.0,02/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,1.0,train,,,,
2582.0,02/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,43.0,train,,,,
2583.0,02/06/20,8:00 AM,Odisha,-,-,1245.0,7.0,2104.0,train,,,,
2584.0,02/06/20,8:00 AM,Puducherry,-,-,25.0,0.0,74.0,train,,,,
2585.0,02/06/20,8:00 AM,Punjab,-,-,2000.0,45.0,2301.0,train,,,,
2586.0,02/06/20,8:00 AM,Rajasthan,-,-,6040.0,198.0,8980.0,train,,,,
2587.0,02/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,1.0,train,,,,
2588.0,02/06/20,8:00 AM,Tamil Nadu,-,-,13170.0,184.0,23495.0,train,,,,
2589.0,02/06/20,8:00 AM,Telengana,-,-,1491.0,88.0,2792.0,train,,,,
2590.0,02/06/20,8:00 AM,Tripura,-,-,173.0,0.0,420.0,train,,,,
2591.0,02/06/20,8:00 AM,Uttarakhand,-,-,222.0,6.0,958.0,train,,,,
2592.0,02/06/20,8:00 AM,Uttar Pradesh,-,-,4843.0,217.0,8075.0,train,,,,
2593.0,02/06/20,8:00 AM,West Bengal,-,-,2306.0,325.0,5772.0,train,,,,
2594.0,02/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,6414.0,train,,,,
2595.0,03/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2596.0,03/06/20,8:00 AM,Andhra Pradesh,-,-,2421.0,64.0,3898.0,train,,,,
2597.0,03/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,22.0,train,,,,
2598.0,03/06/20,8:00 AM,Assam,-,-,324.0,4.0,1513.0,train,,,,
2599.0,03/06/20,8:00 AM,Bihar,-,-,1946.0,24.0,4155.0,train,,,,
2600.0,03/06/20,8:00 AM,Chandigarh,-,-,214.0,5.0,301.0,train,,,,
2601.0,03/06/20,8:00 AM,Chhattisgarh,-,-,130.0,1.0,564.0,train,,,,
2602.0,03/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,4.0,train,,,,
2603.0,03/06/20,8:00 AM,Delhi,-,-,9243.0,556.0,22132.0,train,,,,
2604.0,03/06/20,8:00 AM,Goa,-,-,57.0,0.0,79.0,train,,,,
2605.0,03/06/20,8:00 AM,Gujarat,-,-,11894.0,1092.0,17617.0,train,,,,
2606.0,03/06/20,8:00 AM,Haryana,-,-,1069.0,23.0,2652.0,train,,,,
2607.0,03/06/20,8:00 AM,Himachal Pradesh,-,-,140.0,5.0,345.0,train,,,,
2608.0,03/06/20,8:00 AM,Jammu and Kashmir,-,-,953.0,33.0,2718.0,train,,,,
2609.0,03/06/20,8:00 AM,Jharkhand,-,-,320.0,5.0,712.0,train,,,,
2610.0,03/06/20,8:00 AM,Karnataka,-,-,1403.0,52.0,3796.0,train,,,,
2611.0,03/06/20,8:00 AM,Kerala,-,-,627.0,11.0,1412.0,train,,,,
2612.0,03/06/20,8:00 AM,Ladakh,-,-,47.0,1.0,81.0,train,,,,
2613.0,03/06/20,8:00 AM,Madhya Pradesh,-,-,5221.0,364.0,8420.0,train,,,,
2614.0,03/06/20,8:00 AM,Maharashtra,-,-,31333.0,2465.0,72300.0,train,,,,
2615.0,03/06/20,8:00 AM,Manipur,-,-,14.0,0.0,89.0,train,,,,
2616.0,03/06/20,8:00 AM,Meghalaya,-,-,12.0,1.0,27.0,train,,,,
2617.0,03/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,13.0,train,,,,
2618.0,03/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,49.0,train,,,,
2619.0,03/06/20,8:00 AM,Odisha,-,-,1325.0,7.0,2245.0,train,,,,
2620.0,03/06/20,8:00 AM,Puducherry,-,-,25.0,0.0,82.0,train,,,,
2621.0,03/06/20,8:00 AM,Punjab,-,-,2017.0,46.0,2342.0,train,,,,
2622.0,03/06/20,8:00 AM,Rajasthan,-,-,6435.0,203.0,9373.0,train,,,,
2623.0,03/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,1.0,train,,,,
2624.0,03/06/20,8:00 AM,Tamil Nadu,-,-,13706.0,197.0,24586.0,train,,,,
2625.0,03/06/20,8:00 AM,Telengana,-,-,1526.0,92.0,2891.0,train,,,,
2626.0,03/06/20,8:00 AM,Tripura,-,-,173.0,0.0,468.0,train,,,,
2627.0,03/06/20,8:00 AM,Uttarakhand,-,-,252.0,7.0,1043.0,train,,,,
2628.0,03/06/20,8:00 AM,Uttar Pradesh,-,-,5030.0,222.0,8361.0,train,,,,
2629.0,03/06/20,8:00 AM,West Bengal,-,-,2410.0,335.0,6168.0,train,,,,
2630.0,03/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,7123.0,train,,,,
2631.0,04/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2632.0,04/06/20,8:00 AM,Andhra Pradesh,-,-,2466.0,68.0,4080.0,train,,,,
2633.0,04/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,38.0,train,,,,
2634.0,04/06/20,8:00 AM,Assam,-,-,413.0,4.0,1672.0,train,,,,
2635.0,04/06/20,8:00 AM,Bihar,-,-,2077.0,25.0,4390.0,train,,,,
2636.0,04/06/20,8:00 AM,Chandigarh,-,-,214.0,5.0,301.0,train,,,,
2637.0,04/06/20,8:00 AM,Chhattisgarh,-,-,188.0,2.0,668.0,train,,,,
2638.0,04/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,8.0,train,,,,
2639.0,04/06/20,8:00 AM,Delhi,-,-,9542.0,606.0,23645.0,train,,,,
2640.0,04/06/20,8:00 AM,Goa,-,-,57.0,0.0,79.0,train,,,,
2641.0,04/06/20,8:00 AM,Gujarat,-,-,12212.0,1122.0,18100.0,train,,,,
2642.0,04/06/20,8:00 AM,Haryana,-,-,1089.0,23.0,2954.0,train,,,,
2643.0,04/06/20,8:00 AM,Himachal Pradesh,-,-,150.0,5.0,359.0,train,,,,
2644.0,04/06/20,8:00 AM,Jammu and Kashmir,-,-,1007.0,34.0,2857.0,train,,,,
2645.0,04/06/20,8:00 AM,Jharkhand,-,-,321.0,5.0,752.0,train,,,,
2646.0,04/06/20,8:00 AM,Karnataka,-,-,1514.0,53.0,4063.0,train,,,,
2647.0,04/06/20,8:00 AM,Kerala,-,-,651.0,11.0,1494.0,train,,,,
2648.0,04/06/20,8:00 AM,Ladakh,-,-,48.0,1.0,90.0,train,,,,
2649.0,04/06/20,8:00 AM,Madhya Pradesh,-,-,5445.0,371.0,8588.0,train,,,,
2650.0,04/06/20,8:00 AM,Maharashtra,-,-,32329.0,2587.0,74860.0,train,,,,
2651.0,04/06/20,8:00 AM,Manipur,-,-,38.0,0.0,118.0,train,,,,
2652.0,04/06/20,8:00 AM,Meghalaya,-,-,13.0,1.0,33.0,train,,,,
2653.0,04/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,14.0,train,,,,
2654.0,04/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,58.0,train,,,,
2655.0,04/06/20,8:00 AM,Odisha,-,-,1416.0,7.0,2388.0,train,,,,
2656.0,04/06/20,8:00 AM,Puducherry,-,-,25.0,0.0,82.0,train,,,,
2657.0,04/06/20,8:00 AM,Punjab,-,-,2029.0,47.0,2376.0,train,,,,
2658.0,04/06/20,8:00 AM,Rajasthan,-,-,6744.0,209.0,9652.0,train,,,,
2659.0,04/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,2.0,train,,,,
2660.0,04/06/20,8:00 AM,Tamil Nadu,-,-,14316.0,208.0,25872.0,train,,,,
2661.0,04/06/20,8:00 AM,Telengana,-,-,1556.0,99.0,3020.0,train,,,,
2662.0,04/06/20,8:00 AM,Tripura,-,-,173.0,0.0,468.0,train,,,,
2663.0,04/06/20,8:00 AM,Uttarakhand,-,-,282.0,8.0,1085.0,train,,,,
2664.0,04/06/20,8:00 AM,Uttar Pradesh,-,-,5176.0,229.0,8729.0,train,,,,
2665.0,04/06/20,8:00 AM,West Bengal,-,-,2580.0,345.0,6508.0,train,,,,
2666.0,04/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,7483.0,train,,,,
2667.0,05/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2668.0,05/06/20,8:00 AM,Andhra Pradesh,-,-,2539.0,71.0,4223.0,train,,,,
2669.0,05/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,42.0,train,,,,
2670.0,05/06/20,8:00 AM,Assam,-,-,442.0,4.0,1988.0,train,,,,
2671.0,05/06/20,8:00 AM,Bihar,-,-,2210.0,29.0,4493.0,train,,,,
2672.0,05/06/20,8:00 AM,Chandigarh,-,-,214.0,5.0,301.0,train,,,,
2673.0,05/06/20,8:00 AM,Chhattisgarh,-,-,213.0,2.0,756.0,train,,,,
2674.0,05/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,12.0,train,,,,
2675.0,05/06/20,8:00 AM,Delhi,-,-,9898.0,650.0,25004.0,train,,,,
2676.0,05/06/20,8:00 AM,Goa,-,-,57.0,0.0,166.0,train,,,,
2677.0,05/06/20,8:00 AM,Gujarat,-,-,12667.0,1155.0,18584.0,train,,,,
2678.0,05/06/20,8:00 AM,Haryana,-,-,2134.0,24.0,3281.0,train,,,,
2679.0,05/06/20,8:00 AM,Himachal Pradesh,-,-,179.0,5.0,383.0,train,,,,
2680.0,05/06/20,8:00 AM,Jammu and Kashmir,-,-,1048.0,35.0,3142.0,train,,,,
2681.0,05/06/20,8:00 AM,Jharkhand,-,-,354.0,6.0,793.0,train,,,,
2682.0,05/06/20,8:00 AM,Karnataka,-,-,1610.0,57.0,4320.0,train,,,,
2683.0,05/06/20,8:00 AM,Kerala,-,-,690.0,14.0,1588.0,train,,,,
2684.0,05/06/20,8:00 AM,Ladakh,-,-,48.0,1.0,90.0,train,,,,
2685.0,05/06/20,8:00 AM,Madhya Pradesh,-,-,5637.0,377.0,8762.0,train,,,,
2686.0,05/06/20,8:00 AM,Maharashtra,-,-,33681.0,2710.0,77793.0,train,,,,
2687.0,05/06/20,8:00 AM,Manipur,-,-,38.0,0.0,124.0,train,,,,
2688.0,05/06/20,8:00 AM,Meghalaya,-,-,13.0,1.0,33.0,train,,,,
2689.0,05/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,17.0,train,,,,
2690.0,05/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,80.0,train,,,,
2691.0,05/06/20,8:00 AM,Odisha,-,-,1416.0,7.0,2478.0,train,,,,
2692.0,05/06/20,8:00 AM,Puducherry,-,-,25.0,0.0,82.0,train,,,,
2693.0,05/06/20,8:00 AM,Punjab,-,-,2043.0,47.0,2415.0,train,,,,
2694.0,05/06/20,8:00 AM,Rajasthan,-,-,7104.0,213.0,9862.0,train,,,,
2695.0,05/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,2.0,train,,,,
2696.0,05/06/20,8:00 AM,Tamil Nadu,-,-,14902.0,220.0,27256.0,train,,,,
2697.0,05/06/20,8:00 AM,Telengana,-,-,1587.0,105.0,3147.0,train,,,,
2698.0,05/06/20,8:00 AM,Tripura,-,-,173.0,0.0,644.0,train,,,,
2699.0,05/06/20,8:00 AM,Uttarakhand,-,-,297.0,10.0,1153.0,train,,,,
2700.0,05/06/20,8:00 AM,Uttar Pradesh,-,-,5439.0,245.0,9237.0,train,,,,
2701.0,05/06/20,8:00 AM,West Bengal,-,-,2768.0,355.0,6876.0,train,,,,
2702.0,05/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,7610.0,train,,,,
2703.0,06/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2704.0,06/06/20,8:00 AM,Andhra Pradesh,-,-,2576.0,73.0,4303.0,train,,,,
2705.0,06/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,45.0,train,,,,
2706.0,06/06/20,8:00 AM,Assam,-,-,498.0,4.0,2153.0,train,,,,
2707.0,06/06/20,8:00 AM,Bihar,-,-,2225.0,29.0,4596.0,train,,,,
2708.0,06/06/20,8:00 AM,Chandigarh,-,-,222.0,5.0,304.0,train,,,,
2709.0,06/06/20,8:00 AM,Chhattisgarh,-,-,244.0,2.0,879.0,train,,,,
2710.0,06/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,14.0,train,,,,
2711.0,06/06/20,8:00 AM,Delhi,-,-,10315.0,708.0,26334.0,train,,,,
2712.0,06/06/20,8:00 AM,Goa,-,-,65.0,0.0,196.0,train,,,,
2713.0,06/06/20,8:00 AM,Gujarat,-,-,13003.0,1190.0,19094.0,train,,,,
2714.0,06/06/20,8:00 AM,Haryana,-,-,2134.0,24.0,3597.0,train,,,,
2715.0,06/06/20,8:00 AM,Himachal Pradesh,-,-,189.0,5.0,393.0,train,,,,
2716.0,06/06/20,8:00 AM,Jammu and Kashmir,-,-,1086.0,36.0,3324.0,train,,,,
2717.0,06/06/20,8:00 AM,Jharkhand,-,-,410.0,7.0,881.0,train,,,,
2718.0,06/06/20,8:00 AM,Karnataka,-,-,1688.0,57.0,4835.0,train,,,,
2719.0,06/06/20,8:00 AM,Kerala,-,-,712.0,14.0,1699.0,train,,,,
2720.0,06/06/20,8:00 AM,Ladakh,-,-,48.0,1.0,97.0,train,,,,
2721.0,06/06/20,8:00 AM,Madhya Pradesh,-,-,5878.0,384.0,8996.0,train,,,,
2722.0,06/06/20,8:00 AM,Maharashtra,-,-,35156.0,2849.0,80229.0,train,,,,
2723.0,06/06/20,8:00 AM,Manipur,-,-,41.0,0.0,132.0,train,,,,
2724.0,06/06/20,8:00 AM,Meghalaya,-,-,13.0,1.0,33.0,train,,,,
2725.0,06/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,22.0,train,,,,
2726.0,06/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,94.0,train,,,,
2727.0,06/06/20,8:00 AM,Odisha,-,-,1604.0,8.0,2608.0,train,,,,
2728.0,06/06/20,8:00 AM,Puducherry,-,-,36.0,0.0,99.0,train,,,,
2729.0,06/06/20,8:00 AM,Punjab,-,-,2069.0,48.0,2461.0,train,,,,
2730.0,06/06/20,8:00 AM,Rajasthan,-,-,7359.0,218.0,10084.0,train,,,,
2731.0,06/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,3.0,train,,,,
2732.0,06/06/20,8:00 AM,Tamil Nadu,-,-,15762.0,232.0,28694.0,train,,,,
2733.0,06/06/20,8:00 AM,Telengana,-,-,1627.0,113.0,3290.0,train,,,,
2734.0,06/06/20,8:00 AM,Tripura,-,-,173.0,0.0,692.0,train,,,,
2735.0,06/06/20,8:00 AM,Uttarakhand,-,-,344.0,11.0,1215.0,train,,,,
2736.0,06/06/20,8:00 AM,Uttar Pradesh,-,-,5648.0,257.0,9733.0,train,,,,
2737.0,06/06/20,8:00 AM,West Bengal,-,-,2912.0,366.0,7303.0,train,,,,
2738.0,06/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,8192.0,train,,,,
2739.0,07/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2740.0,07/06/20,8:00 AM,Andhra Pradesh,-,-,2620.0,73.0,4510.0,train,,,,
2741.0,07/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,47.0,train,,,,
2742.0,07/06/20,8:00 AM,Assam,-,-,547.0,4.0,2397.0,train,,,,
2743.0,07/06/20,8:00 AM,Bihar,-,-,2425.0,30.0,4915.0,train,,,,
2744.0,07/06/20,8:00 AM,Chandigarh,-,-,273.0,5.0,309.0,train,,,,
2745.0,07/06/20,8:00 AM,Chhattisgarh,-,-,266.0,4.0,923.0,train,,,,
2746.0,07/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1.0,0.0,19.0,train,,,,
2747.0,07/06/20,8:00 AM,Delhi,-,-,10664.0,761.0,27654.0,train,,,,
2748.0,07/06/20,8:00 AM,Goa,-,-,65.0,0.0,267.0,train,,,,
2749.0,07/06/20,8:00 AM,Gujarat,-,-,13316.0,1219.0,19592.0,train,,,,
2750.0,07/06/20,8:00 AM,Haryana,-,-,2134.0,24.0,3952.0,train,,,,
2751.0,07/06/20,8:00 AM,Himachal Pradesh,-,-,194.0,5.0,400.0,train,,,,
2752.0,07/06/20,8:00 AM,Jammu and Kashmir,-,-,1126.0,39.0,3467.0,train,,,,
2753.0,07/06/20,8:00 AM,Jharkhand,-,-,473.0,7.0,1000.0,train,,,,
2754.0,07/06/20,8:00 AM,Karnataka,-,-,1968.0,59.0,5213.0,train,,,,
2755.0,07/06/20,8:00 AM,Kerala,-,-,762.0,15.0,1807.0,train,,,,
2756.0,07/06/20,8:00 AM,Ladakh,-,-,48.0,1.0,99.0,train,,,,
2757.0,07/06/20,8:00 AM,Madhya Pradesh,-,-,6108.0,399.0,9228.0,train,,,,
2758.0,07/06/20,8:00 AM,Maharashtra,-,-,37390.0,2969.0,82968.0,train,,,,
2759.0,07/06/20,8:00 AM,Manipur,-,-,52.0,0.0,157.0,train,,,,
2760.0,07/06/20,8:00 AM,Meghalaya,-,-,13.0,1.0,33.0,train,,,,
2761.0,07/06/20,8:00 AM,Mizoram,-,-,1.0,0.0,24.0,train,,,,
2762.0,07/06/20,8:00 AM,Nagaland,-,-,0.0,0.0,107.0,train,,,,
2763.0,07/06/20,8:00 AM,Odisha,-,-,1716.0,8.0,2781.0,train,,,,
2764.0,07/06/20,8:00 AM,Puducherry,-,-,36.0,0.0,99.0,train,,,,
2765.0,07/06/20,8:00 AM,Punjab,-,-,2092.0,50.0,2515.0,train,,,,
2766.0,07/06/20,8:00 AM,Rajasthan,-,-,7501.0,231.0,10331.0,train,,,,
2767.0,07/06/20,8:00 AM,Sikkim,-,-,0.0,0.0,7.0,train,,,,
2768.0,07/06/20,8:00 AM,Tamil Nadu,-,-,16395.0,251.0,30152.0,train,,,,
2769.0,07/06/20,8:00 AM,Telengana,-,-,1710.0,123.0,3496.0,train,,,,
2770.0,07/06/20,8:00 AM,Tripura,-,-,173.0,0.0,747.0,train,,,,
2771.0,07/06/20,8:00 AM,Uttarakhand,-,-,423.0,11.0,1303.0,train,,,,
2772.0,07/06/20,8:00 AM,Uttar Pradesh,-,-,5648.0,257.0,9733.0,train,,,,
2773.0,07/06/20,8:00 AM,West Bengal,-,-,3119.0,383.0,7738.0,train,,,,
2774.0,07/06/20,8:00 AM,Cases being reassigned to states,-,-,0.0,0.0,8605.0,train,,,,
2775.0,08/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33.0,0.0,33.0,train,,,,
2776.0,08/06/20,8:00 AM,Andhra Pradesh,-,-,2682.0,75.0,4708.0,train,,,,
2777.0,08/06/20,8:00 AM,Arunachal Pradesh,-,-,1.0,0.0,51.0,train,,,,
2778.0,08/06/20,8:00 AM,Assam,-,-,615.0,4.0,2565.0,train,,,,
