Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,source,State,TotalSamples,Negative,Positive
6909.0,02/10/20,8:00 AM,Uttarakhand,-,-,40079.0,625.0,49248.0,train,,,,
6910.0,02/10/20,8:00 AM,Uttar Pradesh,-,-,346859.0,5864.0,403101.0,train,,,,
6911.0,02/10/20,8:00 AM,West Bengal,-,-,228755.0,5017.0,260324.0,train,,,,
6912.0,03/10/20,8:00 AM,Andaman and Nicobar Islands,-,-,3631.0,53.0,3858.0,train,,,,
6913.0,03/10/20,8:00 AM,Andhra Pradesh,-,-,643993.0,5900.0,706790.0,train,,,,
6914.0,03/10/20,8:00 AM,Arunachal Pradesh,-,-,7183.0,18.0,10220.0,train,,,,
6915.0,03/10/20,8:00 AM,Assam,-,-,148963.0,721.0,183812.0,train,,,,
6916.0,03/10/20,8:00 AM,Bihar,-,-,172449.0,910.0,185436.0,train,,,,
6917.0,03/10/20,8:00 AM,Chandigarh,-,-,10162.0,169.0,12212.0,train,,,,
6918.0,03/10/20,8:00 AM,Chhattisgarh,-,-,88095.0,1002.0,118790.0,train,,,,
6919.0,03/10/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2959.0,2.0,3061.0,train,,,,
6920.0,03/10/20,8:00 AM,Delhi,-,-,253784.0,5438.0,285672.0,train,,,,
6921.0,03/10/20,8:00 AM,Goa,-,-,29004.0,442.0,34455.0,train,,,,
6922.0,03/10/20,8:00 AM,Gujarat,-,-,119683.0,3475.0,139893.0,train,,,,
6923.0,03/10/20,8:00 AM,Haryana,-,-,116716.0,1425.0,131388.0,train,,,,
6924.0,03/10/20,8:00 AM,Himachal Pradesh,-,-,11996.0,202.0,15454.0,train,,,,
6925.0,03/10/20,8:00 AM,Jammu and Kashmir,-,-,59952.0,1212.0,77253.0,train,,,,
6926.0,03/10/20,8:00 AM,Jharkhand,-,-,73428.0,729.0,85400.0,train,,,,
6927.0,03/10/20,8:00 AM,Karnataka,-,-,499506.0,9119.0,620630.0,train,,,,
6928.0,03/10/20,8:00 AM,Kerala,-,-,135144.0,791.0,213499.0,train,,,,
6929.0,03/10/20,8:00 AM,Ladakh,-,-,3274.0,61.0,4429.0,train,,,,
6930.0,03/10/20,8:00 AM,Madhya Pradesh,-,-,109611.0,2372.0,132107.0,train,,,,
6931.0,03/10/20,8:00 AM,Maharashtra,-,-,1117720.0,37480.0,1416513.0,train,,,,
6932.0,03/10/20,8:00 AM,Manipur,-,-,8992.0,69.0,11397.0,train,,,,
6933.0,03/10/20,8:00 AM,Meghalaya,-,-,4226.0,52.0,6033.0,train,,,,
6934.0,03/10/20,8:00 AM,Mizoram,-,-,1759.0,0.0,2103.0,train,,,,
6935.0,03/10/20,8:00 AM,Nagaland,-,-,5211.0,17.0,6318.0,train,,,,
6936.0,03/10/20,8:00 AM,Odisha,-,-,194128.0,875.0,226334.0,train,,,,
6937.0,03/10/20,8:00 AM,Puducherry,-,-,22948.0,532.0,28534.0,train,,,,
6938.0,03/10/20,8:00 AM,Punjab,-,-,97777.0,3501.0,116213.0,train,,,,
6939.0,03/10/20,8:00 AM,Rajasthan,-,-,117238.0,1516.0,139696.0,train,,,,
6940.0,03/10/20,8:00 AM,Sikkim,-,-,2409.0,41.0,3092.0,train,,,,
6941.0,03/10/20,8:00 AM,Tamil Nadu,-,-,552938.0,9653.0,608885.0,train,,,,
6942.0,03/10/20,8:00 AM,Telengana,-,-,167846.0,1153.0,197327.0,train,,,,
6943.0,03/10/20,8:00 AM,Tripura,-,-,20897.0,289.0,26552.0,train,,,,
6944.0,03/10/20,8:00 AM,Uttarakhand,-,-,40419.0,636.0,49559.0,train,,,,
6945.0,03/10/20,8:00 AM,Uttar Pradesh,-,-,351966.0,5917.0,406995.0,train,,,,
6946.0,03/10/20,8:00 AM,West Bengal,-,-,231699.0,5070.0,263634.0,train,,,,
6947.0,04/10/20,8:00 AM,Andaman and Nicobar Islands,-,-,3642.0,53.0,3868.0,train,,,,
6948.0,04/10/20,8:00 AM,Andhra Pradesh,-,-,651791.0,5941.0,713014.0,train,,,,
6949.0,04/10/20,8:00 AM,Arunachal Pradesh,-,-,7388.0,18.0,10421.0,train,,,,
6950.0,04/10/20,8:00 AM,Assam,-,-,150776.0,735.0,185444.0,train,,,,
6951.0,04/10/20,8:00 AM,Bihar,-,-,173932.0,912.0,186441.0,train,,,,
6952.0,04/10/20,8:00 AM,Chandigarh,-,-,10396.0,172.0,12360.0,train,,,,
6953.0,04/10/20,8:00 AM,Chhattisgarh,-,-,91077.0,1031.0,121400.0,train,,,,
6954.0,04/10/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2967.0,2.0,3070.0,train,,,,
6955.0,04/10/20,8:00 AM,Delhi,-,-,257224.0,5472.0,287930.0,train,,,,
6956.0,04/10/20,8:00 AM,Goa,-,-,29527.0,450.0,34900.0,train,,,,
6957.0,04/10/20,8:00 AM,Gujarat,-,-,120987.0,3487.0,141236.0,train,,,,
6958.0,04/10/20,8:00 AM,Haryana,-,-,118258.0,1450.0,132576.0,train,,,,
6959.0,04/10/20,8:00 AM,Himachal Pradesh,-,-,12193.0,210.0,15695.0,train,,,,
6960.0,04/10/20,8:00 AM,Jammu and Kashmir,-,-,61351.0,1231.0,78228.0,train,,,,
6961.0,04/10/20,8:00 AM,Jharkhand,-,-,74604.0,734.0,86277.0,train,,,,
6962.0,04/10/20,8:00 AM,Karnataka,-,-,508495.0,9219.0,630516.0,train,,,,
6963.0,04/10/20,8:00 AM,Kerala,-,-,139620.0,813.0,221333.0,train,,,,
6964.0,04/10/20,8:00 AM,Ladakh,-,-,3315.0,61.0,4477.0,train,,,,
6965.0,04/10/20,8:00 AM,Madhya Pradesh,-,-,111712.0,2399.0,133918.0,train,,,,
6966.0,04/10/20,8:00 AM,Maharashtra,-,-,1134555.0,37758.0,1430861.0,train,,,,
6967.0,04/10/20,8:00 AM,Manipur,-,-,9081.0,71.0,11649.0,train,,,,
6968.0,04/10/20,8:00 AM,Meghalaya,-,-,4319.0,54.0,6456.0,train,,,,
6969.0,04/10/20,8:00 AM,Mizoram,-,-,1772.0,0.0,2120.0,train,,,,
6970.0,04/10/20,8:00 AM,Nagaland,-,-,5257.0,17.0,6429.0,train,,,,
6971.0,04/10/20,8:00 AM,Odisha,-,-,198194.0,892.0,229387.0,train,,,,
6972.0,04/10/20,8:00 AM,Puducherry,-,-,23344.0,534.0,28752.0,train,,,,
6973.0,04/10/20,8:00 AM,Punjab,-,-,99468.0,3562.0,117319.0,train,,,,
6974.0,04/10/20,8:00 AM,Rajasthan,-,-,119241.0,1530.0,141846.0,train,,,,
6975.0,04/10/20,8:00 AM,Sikkim,-,-,2448.0,43.0,3131.0,train,,,,
6976.0,04/10/20,8:00 AM,Tamil Nadu,-,-,558534.0,9718.0,614507.0,train,,,,
6977.0,04/10/20,8:00 AM,Telengana,-,-,170212.0,1163.0,199276.0,train,,,,
6978.0,04/10/20,8:00 AM,Tripura,-,-,21410.0,293.0,26874.0,train,,,,
6979.0,04/10/20,8:00 AM,Uttarakhand,-,-,41338.0,648.0,50062.0,train,,,,
6980.0,04/10/20,8:00 AM,Uttar Pradesh,-,-,356826.0,5977.0,410626.0,train,,,,
6981.0,04/10/20,8:00 AM,West Bengal,-,-,234712.0,5132.0,266974.0,train,,,,
6982.0,05/10/20,8:00 AM,Andaman and Nicobar Islands,-,-,3649.0,53.0,3884.0,train,,,,
6983.0,05/10/20,8:00 AM,Andhra Pradesh,-,-,658875.0,5981.0,719256.0,train,,,,
6984.0,05/10/20,8:00 AM,Arunachal Pradesh,-,-,7577.0,18.0,10548.0,train,,,,
6985.0,05/10/20,8:00 AM,Assam,-,-,152127.0,749.0,186200.0,train,,,,
6986.0,05/10/20,8:00 AM,Bihar,-,-,175458.0,915.0,188168.0,train,,,,
6987.0,05/10/20,8:00 AM,Chandigarh,-,-,10598.0,174.0,12445.0,train,,,,
6988.0,05/10/20,8:00 AM,Chhattisgarh,-,-,93731.0,1045.0,123324.0,train,,,,
6989.0,05/10/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2980.0,2.0,3087.0,train,,,,
6990.0,05/10/20,8:00 AM,Delhi,-,-,260350.0,5510.0,290613.0,train,,,,
6991.0,05/10/20,8:00 AM,Goa,-,-,30033.0,456.0,35328.0,train,,,,
6992.0,05/10/20,8:00 AM,Gujarat,-,-,122233.0,3496.0,142538.0,train,,,,
6993.0,05/10/20,8:00 AM,Haryana,-,-,120341.0,1470.0,133878.0,train,,,,
6994.0,05/10/20,8:00 AM,Himachal Pradesh,-,-,12361.0,217.0,15851.0,train,,,,
6995.0,05/10/20,8:00 AM,Jammu and Kashmir,-,-,62404.0,1242.0,79106.0,train,,,,
6996.0,05/10/20,8:00 AM,Jharkhand,-,-,75531.0,743.0,87210.0,train,,,,
6997.0,05/10/20,8:00 AM,Karnataka,-,-,515782.0,9286.0,640661.0,train,,,,
6998.0,05/10/20,8:00 AM,Kerala,-,-,144471.0,836.0,229886.0,train,,,,
6999.0,05/10/20,8:00 AM,Ladakh,-,-,3354.0,61.0,4521.0,train,,,,
7000.0,05/10/20,8:00 AM,Madhya Pradesh,-,-,113832.0,2434.0,135638.0,train,,,,
7001.0,05/10/20,8:00 AM,Maharashtra,-,-,1149603.0,38084.0,1443409.0,train,,,,
7002.0,05/10/20,8:00 AM,Manipur,-,-,9205.0,74.0,11855.0,train,,,,
7003.0,05/10/20,8:00 AM,Meghalaya,-,-,4393.0,54.0,6656.0,train,,,,
7004.0,05/10/20,8:00 AM,Mizoram,-,-,1807.0,0.0,2120.0,train,,,,
7005.0,05/10/20,8:00 AM,Nagaland,-,-,5309.0,17.0,6552.0,train,,,,
7006.0,05/10/20,8:00 AM,Odisha,-,-,202302.0,907.0,232713.0,train,,,,
7007.0,05/10/20,8:00 AM,Puducherry,-,-,23763.0,539.0,29089.0,train,,,,
7008.0,05/10/20,8:00 AM,Punjab,-,-,100977.0,3603.0,118157.0,train,,,,
7009.0,05/10/20,8:00 AM,Rajasthan,-,-,121331.0,1545.0,144030.0,train,,,,
7010.0,05/10/20,8:00 AM,Sikkim,-,-,2480.0,45.0,3174.0,train,,,,
7011.0,05/10/20,8:00 AM,Tamil Nadu,-,-,564092.0,9784.0,619996.0,train,,,,
7012.0,05/10/20,8:00 AM,Telengana,-,-,172388.0,1171.0,200611.0,train,,,,
7013.0,05/10/20,8:00 AM,Tripura,-,-,21876.0,299.0,27033.0,train,,,,
7014.0,05/10/20,8:00 AM,Uttarakhand,-,-,41740.0,652.0,51481.0,train,,,,
7015.0,05/10/20,8:00 AM,Uttar Pradesh,-,-,362052.0,6029.0,414466.0,train,,,,
7016.0,05/10/20,8:00 AM,West Bengal,-,-,237698.0,5194.0,270331.0,train,,,,
7017.0,06/10/20,8:00 AM,Andaman and Nicobar Islands,-,-,3659.0,54.0,3899.0,train,,,,
7018.0,06/10/20,8:00 AM,Andhra Pradesh,-,-,666433.0,6019.0,723512.0,train,,,,
7019.0,06/10/20,8:00 AM,Arunachal Pradesh,-,-,7775.0,19.0,10783.0,train,,,,
7020.0,06/10/20,8:00 AM,Assam,-,-,153491.0,760.0,187718.0,train,,,,
7021.0,06/10/20,8:00 AM,Bihar,-,-,176995.0,924.0,189442.0,train,,,,
7022.0,06/10/20,8:00 AM,Chandigarh,-,-,10797.0,177.0,12578.0,train,,,,
7023.0,06/10/20,8:00 AM,Chhattisgarh,-,-,97067.0,1081.0,126005.0,train,,,,
7024.0,06/10/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2991.0,2.0,3092.0,train,,,,
7025.0,06/10/20,8:00 AM,Delhi,-,-,263938.0,5542.0,292560.0,train,,,,
7026.0,06/10/20,8:00 AM,Goa,-,-,30456.0,460.0,35719.0,train,,,,
7027.0,06/10/20,8:00 AM,Gujarat,-,-,123638.0,3509.0,143865.0,train,,,,
7028.0,06/10/20,8:00 AM,Haryana,-,-,121596.0,1491.0,134909.0,train,,,,
7029.0,06/10/20,8:00 AM,Himachal Pradesh,-,-,12653.0,224.0,16033.0,train,,,,
7030.0,06/10/20,8:00 AM,Jammu and Kashmir,-,-,63790.0,1252.0,79738.0,train,,,,
7031.0,06/10/20,8:00 AM,Jharkhand,-,-,76843.0,747.0,88026.0,train,,,,
7032.0,06/10/20,8:00 AM,Karnataka,-,-,522846.0,9370.0,647712.0,train,,,,
7033.0,06/10/20,8:00 AM,Kerala,-,-,149111.0,859.0,234928.0,train,,,,
7034.0,06/10/20,8:00 AM,Ladakh,-,-,3414.0,61.0,4641.0,train,,,,
7035.0,06/10/20,8:00 AM,Madhya Pradesh,-,-,115878.0,2463.0,137098.0,train,,,,
7036.0,06/10/20,8:00 AM,Maharashtra,-,-,1162585.0,38347.0,1453653.0,train,,,,
7037.0,06/10/20,8:00 AM,Manipur,-,-,9334.0,75.0,12105.0,train,,,,
7038.0,06/10/20,8:00 AM,Meghalaya,-,-,4491.0,59.0,6767.0,train,,,,
7039.0,06/10/20,8:00 AM,Mizoram,-,-,1837.0,0.0,2128.0,train,,,,
7040.0,06/10/20,8:00 AM,Nagaland,-,-,5422.0,17.0,6594.0,train,,,,
7041.0,06/10/20,8:00 AM,Odisha,-,-,206400.0,924.0,235330.0,train,,,,
7042.0,06/10/20,8:00 AM,Puducherry,-,-,24221.0,543.0,29277.0,train,,,,
7043.0,06/10/20,8:00 AM,Punjab,-,-,102648.0,3641.0,119184.0,train,,,,
7044.0,06/10/20,8:00 AM,Rajasthan,-,-,123421.0,1559.0,146195.0,train,,,,
7045.0,06/10/20,8:00 AM,Sikkim,-,-,2547.0,46.0,3191.0,train,,,,
7046.0,06/10/20,8:00 AM,Tamil Nadu,-,-,569664.0,9846.0,625391.0,train,,,,
7047.0,06/10/20,8:00 AM,Telengana,-,-,174769.0,1181.0,202594.0,train,,,,
7048.0,06/10/20,8:00 AM,Tripura,-,-,22131.0,301.0,27308.0,train,,,,
7049.0,06/10/20,8:00 AM,Uttarakhand,-,-,42621.0,669.0,51991.0,train,,,,
7050.0,06/10/20,8:00 AM,Uttar Pradesh,-,-,366321.0,6092.0,417437.0,train,,,,
7051.0,06/10/20,8:00 AM,West Bengal,-,-,240707.0,5255.0,273679.0,train,,,,
7052.0,07/10/20,8:00 AM,Andaman and Nicobar Islands,-,-,3678.0,54.0,3912.0,train,,,,
7053.0,07/10/20,8:00 AM,Andhra Pradesh,-,-,672479.0,6052.0,729307.0,train,,,,
7054.0,07/10/20,8:00 AM,Arunachal Pradesh,-,-,7965.0,20.0,11007.0,train,,,,
7055.0,07/10/20,8:00 AM,Assam,-,-,155077.0,778.0,188902.0,train,,,,
7056.0,07/10/20,8:00 AM,Bihar,-,-,178395.0,925.0,190740.0,train,,,,
7057.0,07/10/20,8:00 AM,Chandigarh,-,-,11035.0,180.0,12707.0,train,,,,
7058.0,07/10/20,8:00 AM,Chhattisgarh,-,-,100551.0,1104.0,128893.0,train,,,,
7059.0,07/10/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3000.0,2.0,3103.0,train,,,,
7060.0,07/10/20,8:00 AM,Delhi,-,-,266935.0,5581.0,295236.0,train,,,,
7061.0,07/10/20,8:00 AM,Goa,-,-,31050.0,468.0,36238.0,train,,,,
7062.0,07/10/20,8:00 AM,Gujarat,-,-,125111.0,3519.0,145200.0,train,,,,
7063.0,07/10/20,8:00 AM,Haryana,-,-,123286.0,1509.0,136115.0,train,,,,
7064.0,07/10/20,8:00 AM,Himachal Pradesh,-,-,12918.0,229.0,16283.0,train,,,,
7065.0,07/10/20,8:00 AM,Jammu and Kashmir,-,-,65496.0,1268.0,80476.0,train,,,,
7066.0,07/10/20,8:00 AM,Jharkhand,-,-,78089.0,757.0,88873.0,train,,,,
7067.0,07/10/20,8:00 AM,Karnataka,-,-,533074.0,9461.0,657705.0,train,,,,
7068.0,07/10/20,8:00 AM,Kerala,-,-,154092.0,884.0,242799.0,train,,,,
7069.0,07/10/20,8:00 AM,Ladakh,-,-,3464.0,61.0,4720.0,train,,,,
7070.0,07/10/20,8:00 AM,Madhya Pradesh,-,-,118039.0,2488.0,138668.0,train,,,,
7071.0,07/10/20,8:00 AM,Maharashtra,-,-,1179726.0,38717.0,1465911.0,train,,,,
7072.0,07/10/20,8:00 AM,Manipur,-,-,9482.0,78.0,12240.0,train,,,,
7073.0,07/10/20,8:00 AM,Meghalaya,-,-,4606.0,60.0,7037.0,train,,,,
7074.0,07/10/20,8:00 AM,Mizoram,-,-,1887.0,0.0,2148.0,train,,,,
7075.0,07/10/20,8:00 AM,Nagaland,-,-,5460.0,17.0,6662.0,train,,,,
7076.0,07/10/20,8:00 AM,Odisha,-,-,210217.0,940.0,238003.0,train,,,,
7077.0,07/10/20,8:00 AM,Puducherry,-,-,24614.0,546.0,29682.0,train,,,,
7078.0,07/10/20,8:00 AM,Punjab,-,-,104355.0,3679.0,120016.0,train,,,,
7079.0,07/10/20,8:00 AM,Rajasthan,-,-,125448.0,1574.0,148316.0,train,,,,
7080.0,07/10/20,8:00 AM,Sikkim,-,-,2587.0,49.0,3216.0,train,,,,
7081.0,07/10/20,8:00 AM,Tamil Nadu,-,-,575212.0,9917.0,630408.0,train,,,,
7082.0,07/10/20,8:00 AM,Telengana,-,-,177008.0,1189.0,204748.0,train,,,,
7083.0,07/10/20,8:00 AM,Tripura,-,-,22623.0,301.0,27545.0,train,,,,
7084.0,07/10/20,8:00 AM,Uttarakhand,-,-,43238.0,677.0,52329.0,train,,,,
7085.0,07/10/20,8:00 AM,Uttar Pradesh,-,-,370753.0,6153.0,420937.0,train,,,,
7086.0,07/10/20,8:00 AM,West Bengal,-,-,243743.0,5318.0,277049.0,train,,,,
,2020-04-17,,,,,,,,test,Andaman and Nicobar Islands,1403.0,1210,12.0
,2020-04-24,,,,,,,,test,Andaman and Nicobar Islands,2679.0,,27.0
,2020-04-27,,,,,,,,test,Andaman and Nicobar Islands,2848.0,,33.0
,2020-05-01,,,,,,,,test,Andaman and Nicobar Islands,3754.0,,33.0
,2020-05-16,,,,,,,,test,Andaman and Nicobar Islands,6677.0,,33.0
,2020-05-19,,,,,,,,test,Andaman and Nicobar Islands,6965.0,,33.0
,2020-05-20,,,,,,,,test,Andaman and Nicobar Islands,7082.0,,33.0
,2020-05-21,,,,,,,,test,Andaman and Nicobar Islands,7167.0,,33.0
,2020-05-22,,,,,,,,test,Andaman and Nicobar Islands,7263.0,,33.0
,2020-05-23,,,,,,,,test,Andaman and Nicobar Islands,7327.0,,33.0
,2020-05-24,,,,,,,,test,Andaman and Nicobar Islands,7327.0,,33.0
,2020-05-25,,,,,,,,test,Andaman and Nicobar Islands,7363.0,,33.0
,2020-05-26,,,,,,,,test,Andaman and Nicobar Islands,7448.0,,33.0
,2020-05-27,,,,,,,,test,Andaman and Nicobar Islands,7499.0,,33.0
,2020-05-28,,,,,,,,test,Andaman and Nicobar Islands,7519.0,,33.0
,2020-05-29,,,,,,,,test,Andaman and Nicobar Islands,7567.0,,33.0
,2020-05-30,,,,,,,,test,Andaman and Nicobar Islands,7567.0,,33.0
,2020-05-31,,,,,,,,test,Andaman and Nicobar Islands,7706.0,,33.0
,2020-06-01,,,,,,,,test,Andaman and Nicobar Islands,7805.0,,33.0
,2020-06-02,,,,,,,,test,Andaman and Nicobar Islands,8086.0,,33.0
,2020-06-03,,,,,,,,test,Andaman and Nicobar Islands,8295.0,,33.0
,2020-06-04,,,,,,,,test,Andaman and Nicobar Islands,8413.0,,33.0
,2020-06-05,,,,,,,,test,Andaman and Nicobar Islands,8694.0,,33.0
,2020-06-06,,,,,,,,test,Andaman and Nicobar Islands,9037.0,,33.0
,2020-06-07,,,,,,,,test,Andaman and Nicobar Islands,9242.0,,33.0
,2020-06-08,,,,,,,,test,Andaman and Nicobar Islands,9341.0,,33.0
,2020-06-09,,,,,,,,test,Andaman and Nicobar Islands,9859.0,,33.0
,2020-06-10,,,,,,,,test,Andaman and Nicobar Islands,10010.0,,35.0
,2020-06-11,,,,,,,,test,Andaman and Nicobar Islands,10226.0,,38.0
,2020-06-12,,,,,,,,test,Andaman and Nicobar Islands,10697.0,,38.0
,2020-06-13,,,,,,,,test,Andaman and Nicobar Islands,10955.0,,38.0
,2020-06-14,,,,,,,,test,Andaman and Nicobar Islands,11356.0,,38.0
,2020-06-15,,,,,,,,test,Andaman and Nicobar Islands,11518.0,,41.0
,2020-06-16,,,,,,,,test,Andaman and Nicobar Islands,11809.0,,44.0
,2020-06-17,,,,,,,,test,Andaman and Nicobar Islands,12239.0,,44.0
,2020-06-18,,,,,,,,test,Andaman and Nicobar Islands,12622.0,,45.0
,2020-06-19,,,,,,,,test,Andaman and Nicobar Islands,12930.0,,47.0
,2020-06-20,,,,,,,,test,Andaman and Nicobar Islands,13320.0,,47.0
,2020-06-21,,,,,,,,test,Andaman and Nicobar Islands,13434.0,,48.0
,2020-06-22,,,,,,,,test,Andaman and Nicobar Islands,13511.0,,48.0
,2020-06-23,,,,,,,,test,Andaman and Nicobar Islands,13723.0,,50.0
,2020-06-24,,,,,,,,test,Andaman and Nicobar Islands,13994.0,,56.0
,2020-06-25,,,,,,,,test,Andaman and Nicobar Islands,14277.0,,59.0
,2020-06-26,,,,,,,,test,Andaman and Nicobar Islands,14583.0,,72.0
,2020-06-27,,,,,,,,test,Andaman and Nicobar Islands,14851.0,,73.0
,2020-06-28,,,,,,,,test,Andaman and Nicobar Islands,15094.0,,83.0
,2020-06-29,,,,,,,,test,Andaman and Nicobar Islands,15410.0,,90.0
,2020-06-30,,,,,,,,test,Andaman and Nicobar Islands,15709.0,,97.0
,2020-07-01,,,,,,,,test,Andaman and Nicobar Islands,15982.0,,100.0
,2020-07-02,,,,,,,,test,Andaman and Nicobar Islands,16278.0,,109.0
,2020-07-03,,,,,,,,test,Andaman and Nicobar Islands,16626.0,,116.0
,2020-07-04,,,,,,,,test,Andaman and Nicobar Islands,16832.0,,119.0
,2020-07-05,,,,,,,,test,Andaman and Nicobar Islands,16909.0,,125.0
,2020-07-06,,,,,,,,test,Andaman and Nicobar Islands,17095.0,,141.0
,2020-07-07,,,,,,,,test,Andaman and Nicobar Islands,17381.0,,147.0
,2020-07-08,,,,,,,,test,Andaman and Nicobar Islands,17643.0,,149.0
,2020-07-09,,,,,,,,test,Andaman and Nicobar Islands,17852.0,,151.0
,2020-07-10,,,,,,,,test,Andaman and Nicobar Islands,18046.0,,156.0
,2020-07-11,,,,,,,,test,Andaman and Nicobar Islands,18315.0,,163.0
,2020-07-12,,,,,,,,test,Andaman and Nicobar Islands,18447.0,,163.0
,2020-07-13,,,,,,,,test,Andaman and Nicobar Islands,18609.0,,166.0
,2020-07-14,,,,,,,,test,Andaman and Nicobar Islands,18884.0,,171.0
,2020-07-15,,,,,,,,test,Andaman and Nicobar Islands,19061.0,,176.0
,2020-07-16,,,,,,,,test,Andaman and Nicobar Islands,19227.0,,180.0
,2020-07-17,,,,,,,,test,Andaman and Nicobar Islands,19421.0,,194.0
,2020-07-18,,,,,,,,test,Andaman and Nicobar Islands,19671.0,,198.0
,2020-07-19,,,,,,,,test,Andaman and Nicobar Islands,19904.0,,203.0
,2020-07-20,,,,,,,,test,Andaman and Nicobar Islands,20301.0,,207.0
,2020-07-21,,,,,,,,test,Andaman and Nicobar Islands,20642.0,,212.0
,2020-07-22,,,,,,,,test,Andaman and Nicobar Islands,21043.0,,221.0
,2020-07-23,,,,,,,,test,Andaman and Nicobar Islands,21310.0,,240.0
,2020-07-24,,,,,,,,test,Andaman and Nicobar Islands,21743.0,,259.0
,2020-07-25,,,,,,,,test,Andaman and Nicobar Islands,21965.0,,290.0
,2020-07-26,,,,,,,,test,Andaman and Nicobar Islands,22049.0,,324.0
,2020-07-27,,,,,,,,test,Andaman and Nicobar Islands,22548.0,,338.0
,2020-07-28,,,,,,,,test,Andaman and Nicobar Islands,22925.0,,363.0
,2020-07-29,,,,,,,,test,Andaman and Nicobar Islands,23217.0,,428.0
,2020-07-30,,,,,,,,test,Andaman and Nicobar Islands,23615.0,,471.0
,2020-07-31,,,,,,,,test,Andaman and Nicobar Islands,24038.0,,548.0
,2020-08-01,,,,,,,,test,Andaman and Nicobar Islands,24308.0,,636.0
,2020-08-02,,,,,,,,test,Andaman and Nicobar Islands,24580.0,,734.0
,2020-08-03,,,,,,,,test,Andaman and Nicobar Islands,25034.0,,830.0
,2020-08-04,,,,,,,,test,Andaman and Nicobar Islands,25492.0,,928.0
,2020-08-05,,,,,,,,test,Andaman and Nicobar Islands,25826.0,,1027.0
,2020-08-06,,,,,,,,test,Andaman and Nicobar Islands,26516.0,,1123.0
,2020-08-07,,,,,,,,test,Andaman and Nicobar Islands,26915.0,,1222.0
,2020-08-08,,,,,,,,test,Andaman and Nicobar Islands,27073.0,,1351.0
,2020-08-09,,,,,,,,test,Andaman and Nicobar Islands,27103.0,,1490.0
,2020-08-10,,,,,,,,test,Andaman and Nicobar Islands,27346.0,,1625.0
,2020-08-11,,,,,,,,test,Andaman and Nicobar Islands,27455.0,,1764.0
,2020-08-12,,,,,,,,test,Andaman and Nicobar Islands,27744.0,,1900.0
,2020-08-13,,,,,,,,test,Andaman and Nicobar Islands,27973.0,,2037.0
,2020-08-14,,,,,,,,test,Andaman and Nicobar Islands,28129.0,,2186.0
,2020-08-15,,,,,,,,test,Andaman and Nicobar Islands,28209.0,,2306.0
,2020-08-16,,,,,,,,test,Andaman and Nicobar Islands,28229.0,,2399.0
,2020-08-17,,,,,,,,test,Andaman and Nicobar Islands,28672.0,,2445.0
,2020-08-18,,,,,,,,test,Andaman and Nicobar Islands,28937.0,,2529.0
,2020-08-19,,,,,,,,test,Andaman and Nicobar Islands,29303.0,,2604.0
,2020-08-20,,,,,,,,test,Andaman and Nicobar Islands,29487.0,,2680.0
,2020-08-21,,,,,,,,test,Andaman and Nicobar Islands,29573.0,,2747.0
,2020-08-22,,,,,,,,test,Andaman and Nicobar Islands,29888.0,,2808.0
,2020-08-23,,,,,,,,test,Andaman and Nicobar Islands,30278.0,,2860.0
,2020-08-24,,,,,,,,test,Andaman and Nicobar Islands,30513.0,,2904.0
,2020-08-25,,,,,,,,test,Andaman and Nicobar Islands,31082.0,,2945.0
,2020-08-26,,,,,,,,test,Andaman and Nicobar Islands,31646.0,,2985.0
,2020-08-27,,,,,,,,test,Andaman and Nicobar Islands,31830.0,,3018.0
,2020-08-28,,,,,,,,test,Andaman and Nicobar Islands,32100.0,,3050.0
,2020-08-29,,,,,,,,test,Andaman and Nicobar Islands,32407.0,,3081.0
,2020-08-30,,,,,,,,test,Andaman and Nicobar Islands,32674.0,,3104.0
,2020-08-31,,,,,,,,test,Andaman and Nicobar Islands,33485.0,,3132.0
,2020-09-01,,,,,,,,test,Andaman and Nicobar Islands,35104.0,,3160.0
,2020-09-02,,,,,,,,test,Andaman and Nicobar Islands,36136.0,,
,2020-09-03,,,,,,,,test,Andaman and Nicobar Islands,37075.0,,3223.0
,2020-09-04,,,,,,,,test,Andaman and Nicobar Islands,37825.0,,3257.0
,2020-09-05,,,,,,,,test,Andaman and Nicobar Islands,38574.0,,3292.0
,2020-09-06,,,,,,,,test,Andaman and Nicobar Islands,39205.0,,3332.0
,2020-09-07,,,,,,,,test,Andaman and Nicobar Islands,39995.0,,3359.0
,2020-09-08,,,,,,,,test,Andaman and Nicobar Islands,41039.0,,3392.0
,2020-09-09,,,,,,,,test,Andaman and Nicobar Islands,41776.0,,3426.0
,2020-09-10,,,,,,,,test,Andaman and Nicobar Islands,42792.0,,3465.0
,2020-09-11,,,,,,,,test,Andaman and Nicobar Islands,43680.0,,3494.0
